 Category , Part Number, Description, Location, Quantity, Counts, New Count, Difference, Oversold, Supplier, Brand,
302,R871,"Rifton Activity Chair, Hi/Lo, la...",,0,0,,0,,Permobil Canada,,
302,ROA100,Buddy Roamer - Size 1,,0,0,,0,,Can-Dan Rehatec Ltd.,,
302,T250,T-250 Model Semi-Recumbent Tricy...,,0,0,,0,,Trivel,,
302,T350,T350 Trivel Semi-recumbent Tricy...,,0,0,,0,,Trivel,,
302,TR-1400- JB,"Trotter Mobility Chair - 14"" - B...",,0,0,,0,,Drive Medical,,
302,W1/2BH-,Kaye Walker with Seat  - Small C...,,0,0,,0,,"Kaye Products, Inc.",,
302,Z111,Rifton HTS - Small Seat & Back (...,,0,0,,0,,Permobil Canada,,
302,Z121,Rifton HTS  - Seat and Back -Medium,,0,0,,0,,Permobil Canada,,
302,Z123,Mobile Base for HTS (non-tilt),,0,0,,0,,Permobil Canada,,
302,Z131,Rifton HTS - Large - Seat and Ba...,,0,0,,0,,Permobil Canada,,
302,Z211,"Wave, small",,0,0,,0,,Permobil Canada,,
302,Z231,"Wave, large",,0,0,,0,,Permobil Canada,,
400,CRE-2110,Bruno Elite Curved Stairlift. Ke...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,CRE-2110180,Bruno Elite Curved Stairlift - 1...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2128),,
400,CRE-2110EC,Bruno Elite Outdoor Curved Stair...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,CRE-2110fullradius,Bruno Elite Curved Stairlift - F...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,K2,K2 Savaria stairlift with 15 foo...,,0,0,,0,,Savaria.,,
400,K2outdoor,K2 Savaria Straight Outdoor Stai...,,0,0,,0,,Savaria.,,
400,MFR,16' anodized manual folding rail...,,13,0,,-13,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,PFR,16' powered folding rail (anodiz...,,3,0,,-3,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,SRE-2010,Electra Ride Elite Indoor Straig...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,SRE-2010E,Bruno Elite Outdoor Straight Rai...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,SRE-3000,Bruno Elan Straight Rail Stairli...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,SRE-300010,Bruno Elan Indoor Straight Rail...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,SRE-3050,Bruno Elan Straight Rail Stairli...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,Stairfriend,Stairfriend Savaria Custom Curve...,,0,0,,0,,Savaria.,,
400,Stannah260Curved,Stannah 260 Curved Stairlift,,0,0,,0,,Stannah,,
400,VPL-3153B,"Bruno Vertical Platform Lift, Ba...",,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,VPL-3175B,"Bruno Vertical Platform Lift, Ba...",,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),,
400,VPL-3210B,Bruno Vertical Platform Lift - 1...,,0,0,,0,,Bruno Independent Living Aids Inc.(Acct# CAN-2128),,
401,customramp,Custom Ramp by National:   Size...,,0,0,,0,,National Ramp Home Access,,
403,200-12874,"KWIKTRAK 140MM, 3M",,0,0,,0,,Arjo Canada Inc.,,
403,200-12875,KWIKTRAK 140 5M,,7,0,,-7,,Arjo Canada Inc.,,
403,200.128,KWIKTRAK 90mm x 2m,,0,0,,0,,Arjo Canada Inc.,,
403,200.1281,KWIKTRAK 90mm x 3m,,39,0,,-39,,Arjo Canada Inc.,,
403,200.12815,KWIKTRAK 90MM x 4M,,4,0,,-4,,Arjo Canada Inc.,,
403,200.1287,KWIKTRAK 140MM X 4.5M,,4,0,,-4,,Arjo Canada Inc.,,
403,323177,C450 Power XY Lift Motor,,0,0,,0,,Handicare Canada LTD,,
403,343102,"Castor - 156"" Track Plus (full a...",,3,0,,-3,,Handicare Canada LTD,,
403,9220010,EasyTrack 2 Post Tension mount C...,,0,0,,0,,Arjo Canada Inc.,,
403,9220011,EasyTrack 2 Post Tension Mounted...,,0,0,,0,,Arjo Canada Inc.,,
403,9720010,Easytrack FS Freestanding Lift w...,,0,0,,0,,Arjo Canada Inc.,,
403,9800015-10,Ceiling lift package - Rail desi...,,0,0,,0,,Arjo Canada Inc.,,
403,FSG440,Highstar Freestanding Gantry Lif...,,10,0,,-10,,HighStar Healthcare Inc.,,
403,LE00009,ARJO Maxisky 440 Portable Motor,,0,0,,0,,Arjo Canada Inc.,,
403,M929001,Monarch Portable Motor - 440lb w...,,0,0,,0,,Handicare Canada LTD,,
403,MS000-01-02,"MS2, 2 Function, w/ Automatic In...",,0,0,,0,,Arjo Canada Inc.,,
403,MS010-01-02-440KIT,"MaxiSky MS2 Standard, 2FN, 2H,440LB",,0,0,,0,,Arjo Canada Inc.,,
403,MS010-01-02-600KIT,"Maxisky 2 Motor, 2FN, CSTAT, 2H,...",,0,0,,0,,Arjo Canada Inc.,,
403,MS010-02-02,MS2 2F CSTAT DPS-CA Motor,,0,0,,0,,Arjo Canada Inc.,,
403,MS110-01-02,"Maxisky 2 Motor, 4F w/ CSTAT Cha...",,0,0,,0,,Arjo Canada Inc.,,
403,MS114-01-02,"Maxi Sky 2 Motor 4F, Fixed/Static",,0,0,,0,,Arjo Canada Inc.,,
500,R-BTH-BBD,Bath Board (Monthly Rental),,1,0,,-1,,Drive Medical,,
500,R-BTH-BCHAIR,Bath/Shower Chair w. Back (Month...,,1,0,,-1,,Drive Medical,,
500,R-BTH-BCHAIR-BARI,Bath Shower Chair with Back –...,,0,0,,0,,Drive Medical,,
500,R-BTH-BSR,Bathtub Safety Rail (Monthly Ren...,,0,0,,0,,Drive Medical,,
500,R-BTH-COMEU,EURO Style Wheeled Commode (Mont...,,1,0,,-1,,AMG Medical Inc.,,
500,R-BTH-COMS,Stationary Commode (Monthly Rental),,1,0,,-1,,AMG Medical Inc.,,
500,R-BTH-COMS-BARI,Stationary Commode - Bariatric (...,,2,0,,-2,,Drive Medical,,
500,R-BTH-COMW,Wheeled Commode (Monthly Rental),,1,0,,-1,,Drive Medical,,
500,R-BTH-COMW-BARI,Shower Commode - Bariatric (Mont...,,0,0,,0,,Drive Medical,,
500,R-BTH-COMW-ETAC,ETAC Shower Commode w/o Tilt (Mo...,,0,0,,0,,R82 Inc.,,
500,R-BTH-COMW-NONTILT,USE MISC OR ETAC IF ETAC- AP Sho...,,0,0,,0,,Invacare Canada Ltd.,,
500,R-BTH-COMW-TILT,Aquatec AP Shower Commode w. TIL...,,0,0,,0,,Invacare Canada Ltd.,,
500,R-BTH-RTS2,"2"" Raised Toilet Seat (Monthly R...",,0,0,,0,,Drive Medical,,
500,R-BTH-RTS4,"4"" Raised Toilet Seat (Monthly R...",,3,0,,-3,,Drive Medical,,
500,R-BTH-RTS5,"5"" Raised Toilet Seat w/o Arms (...",,0,0,,0,,Drive Medical,,
500,R-BTH-RTS5A,"5"" Raised Toilet Seat w. Arms (M...",,0,0,,0,,Invacare Canada Ltd.,,
500,R-BTH-RTS6,"6"" Raised Toilet Seat (Monthly R...",,0,0,,0,,Drive Medical,,
500,R-BTH-TSF,Toilet Safety Frame (Monthly Ren...,,2,0,,-2,,Mobb Home Healthcare,,
500,R-BTH-TTB,Bath Tub Transfer Bench (Monthly...,,2,0,,-2,,Drive Medical,,
500,R-BTH-TTB-BARI,Tub Transfer Bench - Bariatric (...,,0,0,,0,,Drive Medical,,
501,R-BED-BAS,Bed Assist Rail (Monthly Rental),,0,0,,0,,Medline Canada Corp.,,
501,R-BED-BC,Bed cradle (Monthly Rental),,0,0,,0,,Performance Health (Patterson Medical),,
501,R-BED-BEDF,IVC Beds with Full Rails (Monthl...,,0,0,,0,,Invacare Canada Ltd.,,
501,R-BED-BEDH,IVC Beds with Half Rails (Monthl...,,1,0,,-1,,Invacare Canada Ltd.,,
501,R-BED-BEDH-BARI,Fully Electric Hospital Bed - Ba...,,0,0,,0,,Permobil Canada,,
501,R-BED-BEDP-HALSA,Premium Bed - Halsa Bed with Hal...,,0,0,,0,,Permobil Canada,,
501,R-BED-EXT,BED EXTENDER Kit for IVC - Exten...,,0,0,,0,,Invacare Canada Ltd.,,
501,R-BED-FTCP,SUPERPOLE Floor to Ceiling Pole...,,1,0,,-1,,HealthCraft Products,,
501,R-BED-FTCPBR,SUPERPOLE with Curved Bar add on...,,0,0,,0,,HealthCraft Products,,
501,R-BED-HRAIL,Additional Half Length Bed Rails...,,0,0,,0,,Invacare Canada Ltd.,,
501,R-BED-MISC,Miscellaneous Bedroom Products -...,,0,0,,0,,,,
501,R-BED-OBED,Overbed Table (Monthly Rental),,0,0,,0,,Invacare Canada Ltd.,,
501,R-BED-RPAD,Bed Pads for Bed Rails (Monthly...,,0,0,,0,,,,
501,R-BED-TRPBD,Trapeze Bar attachment for Hospi...,,0,0,,0,,Invacare Canada Ltd.,,
501,R-BED-TRPFL,Trapeze Bar w. Floor Stand (Mont...,,0,0,,0,,Drive Medical,,
501,R-BED-TRPFL-BARI,Trapeze Bar w. Floor Stand - Bar...,,0,0,,0,,Invacare Canada Ltd.,,
502,R-LRCH-L,Lift & Recline Chair - Large (Mo...,,0,0,,0,,,,
502,R-LRCH-M,Lift & Recline Chair - Medium (M...,,0,0,,0,,,,
502,R-LRCH-MISC,Lift & Recline Chair - Unknown S...,,0,0,,0,,,,
502,R-LRCH-S,Lift & Recline Chair - Small (Mo...,,0,0,,0,,,,
503,R-MAT-BARI,"42"" Bariatric Foam Mattress (Mon...",,0,0,,0,,Drive Medical,,
503,R-MAT-BASIC-LUNA,Basic Foam Home Care Mattress -...,,3,0,,-3,,BFF Foam Corp.,,
503,R-MAT-BASIC-SOLACE,Basic Foam Home Care Mattress -...,,0,0,,0,,Invacare Canada Ltd.,,
503,R-MAT-GELOVERLAY,Blake Mattress Overlay: 36 x 80...,,17,0,,-17,,Blake Medical Distribution,,
503,R-MAT-LAL,Low Air Loss Mattress w. Pump -...,,0,0,,0,,Evergreen Medical Products,,
503,R-MAT-LAL-MISC,LAL Mattress Miscellaneous (Mont...,,0,0,,0,,,,
503,R-MAT-LP,Leveling Pad for Roho Sections (...,,0,0,,0,,Permobil Canada,,
503,R-MAT-MISC,Miscellaneous Mattresses (Monthl...,,3,0,,-3,,,,
503,R-MAT-PREM-ATMOS,"AtmosAir 9000X Hybrid ARM™, Da...",,0,0,,0,,Arjo Canada Inc.,,
503,R-MAT-PREM-LTC4000,LTC 4000 Ultra 55 Mattress w/ in...,,3,0,,-3,,BFF Foam Corp.,,
503,R-MAT-PREM-LTC9000,LTC 9000 HME Exclusive Mattress...,,0,0,,0,,BFF Foam Corp.,,
503,R-MAT-PREM-LTC9200,LTC 9200 T-Style Mattress (Month...,,0,0,,0,,BFF Foam Corp.,,
503,R-MAT-PREM-OTTER,HME Otter Mattress (Monthly Rental),,1,0,,-1,,BFF Foam Corp.,,
503,R-MAT-ROHO1610,"ROHO Mattress Section - 19"" x 30...",,0,0,,0,,Permobil Canada,,
503,R-MAT-ROHO3400,"ROHO Mattress Section - 19"" x 34...",,3,0,,-3,,Permobil Canada,,
504,R-AMB-CANE,Aluminum Offset Cane (Monthly Re...,,0,0,,0,,Drive Medical,,
504,R-AMB-CANE-BARI,Aluminum Offset Cane - Bariatric...,,0,0,,0,,Permobil Canada,,
504,R-AMB-CANE-Q,Aluminum Quad Cane (Monthly Rental),,0,0,,0,,Permobil Canada,,
504,R-AMB-CRUT-A,Crutches (Pair) - Adult (Monthly...,,2,0,,-2,,Drive Medical,,
504,R-AMB-CRUT-BARI,Crutches (Pair) - Bariatric (Mon...,,0,0,,0,,Drive Medical,,
504,R-AMB-CRUT-T,Crutches (Pair) - Tall (Monthly...,,0,0,,0,,Drive Medical,,
504,R-AMB-CRUT-Y,Crutches (Pair) - Youth (Monthly...,,0,0,,0,,Drive Medical,,
504,R-AMB-FOCR,Forearm Crutches (Pair) (Monthly...,,0,0,,0,,Drive Medical,,
504,R-AMB-KNEE,Knee Walker (Monthly Rental),,0,0,,0,,Lighthouse Medical,,
504,R-AMB-MISC,Miscellaneous Ambulatory Product...,,0,0,,0,,,,
504,R-AMB-PFA,Platform Attachment for Folding...,,0,0,,0,,Invacare Canada Ltd.,,
504,R-BED-IV,IV Pole with 4 Hooks (Monthly Re...,,0,0,,0,,Permobil Canada,,
504,R-BTH-COMW-S,Drive Shower Commode Chair (Mont...,,0,0,,0,,Drive Medical,Drive Medical,
504,R-SEA-HR,Wheelchair Headrest (Monthly Ren...,,4,0,,-4,,Motion Concepts Canada,,
504,R-SEA-TAB,Tension Adjustable Backrest (Mon...,,5,0,,-5,,,,
504,R-Storage,Monthly Storage fee,,1,0,,-1,,,,
504,R-WC-ELR,Elevating Legrest (Pair) (Monthl...,,7,0,,-7,,,,
504,R-WC-LPB,Lap Positioning Belt (Monthly Re...,,10,0,,-10,,PERSONAL AIDE,,
504,R-WC-RMPCUSTOM,Custom Modular Ramp System (Mont...,,0,0,,0,,,,
504,R-WC-TRNBD22,"TRANSFER BOARD - 20"" (Monthly Re...",,0,0,,0,,PERSONAL AIDE,,
504,R-WC-TRNBD24,"TRANSFER BOARD - 23"" (Monthly Re...",,0,0,,0,,PERSONAL AIDE,,
504,R-WC-TRNBD28,"TRANSFER BOARD - 28"" (Monthly Re...",,0,0,,0,,PERSONAL AIDE,,
504,R-WCACCESS-MISC,Miscellaneous Ramp (Monthly Rental),,0,0,,0,,,,
504,R-WCACCESS-RAMP10,10' PORTABLE SUITCASE RAMP (Mont...,,3,0,,-3,,PERSONAL AIDE,,
504,R-WCACCESS-RAMP2,2' PORTABLE SUITCASE RAMP (Month...,,2,0,,-2,,PERSONAL AIDE,,
504,R-WCACCESS-RAMP4,4' PORTABLE SUITCASE RAMP (Month...,,1,0,,-1,,PERSONAL AIDE,,
504,R-WCACCESS-RAMP5,5' PORTABLE SUITCASE RAMP (Month...,,1,0,,-1,,PERSONAL AIDE,,
504,R-WCACCESS-RAMP6,6' PORTABLE SUITCASE RAMP (Month...,,2,0,,-2,,PERSONAL AIDE,,
504,R-WCACCESS-RAMP8,8' PORTABLE SUITCASE RAMP (Month...,,2,0,,-2,,PERSONAL AIDE,,
504,R-WCACCESS-THRESHRAMP1,"1"" Rubber Threshold Ramp (Monthl...",,6,0,,-6,,Harmar,,
504,R-WCACCESS-THRESHRAMP1.5,"1.5"" Rubber Threshold Ramp PIECE...",,4,0,,-4,,Harmar,,
504,R-WCACCESS-THRESHRAMP2,"2"" Rubber Threshold Ramp PIECE (...",,5,0,,-5,,Harmar,,
504,R-WCACCESS-THRESHRAMP2.5,"2.5"" Rubber Threshold Ramp PIECE...",,3,0,,-3,,Harmar,,
504,R-WCACCESS-THRESHRAMP3,"3"" Rubber Threshold Ramp PIECE (...",,1,0,,-1,,Harmar,,
504,R-WCACCESS-THRESHRAMP3.5,"3.5"" Rubber Threshold Ramp PIECE...",,3,0,,-3,,Harmar,,
504,R-WCACCESS-THRESHRAMP4,"4"" Rubber Threshold Ramp PIECE (...",,3,0,,-3,,Harmar,,
505,R-AMB-2WW-A,2 Wheeled Folding Walker - Adult...,,0,0,,0,,Invacare Canada Ltd.,,
505,R-AMB-2WW-BARI,2 Wheeled Folding Walker - Baria...,,1,0,,-1,,PERSONAL AIDE,,
505,R-AMB-2WW-JR,2 Wheeled Folding Walker - Junio...,,0,0,,0,,Invacare Canada Ltd.,,
505,R-AMB-FUS,Airgo Fusion Transport Chair and...,,1,0,,-1,,Drive Medical,,
505,R-AMB-HEMI,Hemi Walker/Side Stepper (Monthl...,,0,0,,0,,Invacare Canada Ltd.,,
505,R-AMB-PEDKAYE,Pediatric Kaye Walker - 4 Wheels...,,1,0,,-1,,"Kaye Products, Inc.",,
505,R-AMB-ROLL-BARI,4 Wheel Rollator - Bariatric (Mo...,,1,0,,-1,,Evolution Technologies Inc.,,
505,R-AMB-ROLL-LOW,"4 Wheel Rollator - Low STF: 18""...",,2,0,,-2,,Evolution Technologies Inc.,,
505,R-AMB-ROLL-PLAT,4 Wheel Rollator with Platform A...,,0,0,,0,,Human Care Canada,,
505,R-AMB-ROLL-REG,"4 Wheel Rollator - Reg STF: 22""...",,0,0,,0,,Evolution Technologies Inc.,,
505,R-AMB-ROLL-TALL,"4 Wheel Rollator - Tall STF: 24""...",,1,0,,-1,,Evolution Technologies Inc.,,
505,R-AMB-WLK-A,Standard Folding Walker - Adult...,,0,0,,0,,Invacare Canada Ltd.,,
505,R-AMB-WLK-BARI,Standard Folding Walker - Bariat...,,0,0,,0,,Drive Medical,,
505,R-AMB-WLK-JR,Standard Folding Walker - Junior...,,2,0,,-2,,Invacare Canada Ltd.,,
505,R-AMB-WLK-P,Pediatric and Toddler Walker - S...,,1,0,,-1,,,,
506,R-WC-ARMT,Arm Trough for Wheelchair (Monthly,,0,0,,0,,Innovators 1993 Inc.,,
506,R-WC-BARI-ECL,Eclipse 600 Manual Bariatric Whe...,,0,0,,0,,PDG Product Design Group Inc.,,
506,R-WC-BASIC-MOVE1616,Move Basic Manual Wheelchair 16x...,,0,0,,0,,Motion Composites,,
506,R-WC-BASIC-MOVE1618,Move Basic Manual Wheelchair 16x...,,0,0,,0,,Motion Composites,,
506,R-WC-BASIC-MOVE1816,Move Basic Manual Wheelchair 18x...,,0,0,,0,,Motion Composites,,
506,R-WC-BASIC-MOVE1818,Move Basic Manual Wheelchair 18x...,,0,0,,0,,Motion Composites,,
506,R-WC-BASIC-MOVE2020,Move Basic Manual Wheelchair 20x...,,0,0,,0,,Motion Composites,,
506,R-WC-LAPT,LAP TRAY FOR WHEELCHAIR,,0,0,,0,,,,
506,R-WC-PREM-A7,SPECIFY SIZE - Premium Lightweig...,,0,0,,0,,Motion Composites,,
506,R-WC-PREM-A71616,A7 Premium Manual Wheelchair 16x...,,0,0,,0,,Motion Composites,,
506,R-WC-PREM-A71618,A7 Premium Manual Wheelchair 16x...,,0,0,,0,,Motion Composites,,
506,R-WC-PREM-A71816,A7 Premium Manual Wheelchair 18x...,,0,0,,0,,Motion Composites,,
506,R-WC-PREM-A71818,A7 Premium Manual Wheelchair 18x...,,0,0,,0,,Motion Composites,,
506,R-WC-PREM-A71820,A7 Premium Manual Wheelchair 18x...,,0,0,,0,,Motion Composites,,
506,R-WC-PREM-A72018,A7 Premium Manual Wheelchair 20x...,,0,0,,0,,Motion Composites,,
506,R-WC-PREM-A72020,A7 Premium Manual Wheelchair 20x...,,0,0,,0,,Motion Composites,,
506,R-WC-TRAN,TRANSPORT Wheelchair (no cushion...,,1,0,,-1,,Drive Medical,,
506,R-WC-TRANXC,TRANSPORT Wheelchair XC w. handb...,,2,0,,-2,,Drive Medical,,
507,R-WC-BARI-TILT,Tilt Wheelchair Bariatric,,0,0,,0,,,,
507,R-WC-PED-R-JYMNI1010,9000 Jymni Light wheelchair - 10...,,0,0,,0,,Invacare Canada Ltd.,,
507,R-WC-PED-R-JYMNI1412,9000 Jymni Light wheelchair - 12...,,0,0,,0,,Invacare Canada Ltd.,,
507,R-WC-PED-R-JYMNI1414,9000 Jymni Light wheelchair - 14...,,0,0,,0,,Invacare Canada Ltd.,,
507,R-WC-PED-R-VIPER14,Drive Viper Reclining Chair - 14...,,0,0,,0,,Drive Medical,,
507,R-WC-TILT-BRODA,Broda Chair (Monthly Rental),,0,0,,0,,"Broda Enterprises, Inc.",,
507,R-WC-TILT-NEOX-16,HME NEOX Manual Tilt Wheelchair...,,0,0,,0,,Physipro,,
507,R-WC-TILT-NEOX-18,"NEOX Manual Tilt Wheelchair 18""w...",,0,0,,0,,Physipro,,
507,R-WC-TILT-NEOX-20,"NEOX Manual Tilt Wheelchair 20""w...",,0,0,,0,,Physipro,,
507,R-WC-TILT-STEL-16,Stellar Premium Manual Tilt Whee...,,0,0,,0,,PDG Product Design Group Inc.,,
507,R-WC-TILT-STEL-18,Stellar Premium Manual Tilt Whee...,,0,0,,0,,PDG Product Design Group Inc.,,
507,R-WC-TILT-STEL-20,Stellar Premium Manual Tilt Whee...,,0,0,,0,,PDG Product Design Group Inc.,,
507,R-WC-TILT-T50-16,Fuze T50 50° Basic Manual Tilt...,,0,0,,0,,PDG Product Design Group Inc.,,
507,R-WC-TILT-T50-18,Fuze T50 50° Basic Manual Tilt...,,0,0,,0,,PDG Product Design Group Inc.,,
507,R-WC-TILT-T50-20,Fuze T50 50° Basic Manual Tilt...,,0,0,,0,,PDG Product Design Group Inc.,,
508,R-SEA-AMP16,"Amputee Board 16""w with Cushions...",,0,0,,0,,Nighthawk Manufacturing Inc.,,
508,R-SEA-AMP18,"Amputee Board 18""w with Cushions...",,0,0,,0,,Nighthawk Manufacturing Inc.,,
508,R-SEA-AMP20,"Amputee Board 20""w with cushions...",,0,0,,0,,Nighthawk Manufacturing Inc.,,
508,R-SEA-BACK-E2D16,"Matrx E2 Deep Backrest 16"" (Mont...",,0,0,,0,1,Motion Concepts Canada,,
508,R-SEA-BACK-E2D18,"Matrx E2 Deep Backrest 18"" (Mont...",,1,0,,-1,,Motion Concepts Canada,,
508,R-SEA-BACK-E2D20,"Matrx E2 Deep Backrest 20"" (Mont...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-BACK-E2S16,"Matrx E2S Backrest - 16"" (Monthl...",,1,0,,-1,,Motion Concepts Canada,,
508,R-SEA-BACK-E2S18,"Matrx E2S Backrest - 18"" (Monthl...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-BACK-E2S20,"Matrx E2S Backrest - 20"" (Monthl...",,1,0,,-1,,Motion Concepts Canada,,
508,R-SEA-BACK-MISC,Miscellaneous Backrest (Monthly...,,2,0,,-2,,,,
508,R-SEA-BACK-Xtend16,NXT Xtend Backrest with Mild Lat...,,0,0,,0,,Dynamic Health Care Solutions,,
508,R-SEA-BACK-Xtend18,NXT Xtend Backrest with Mild Lat...,,0,0,,0,,Dynamic Health Care Solutions,,
508,R-SEA-BACK-Xtend20,NXT Xtend Backrest with Mild Lat...,,0,0,,0,,Dynamic Health Care Solutions,,
508,R-SEA-BACKD-XtD16,NXT Xtend Deep Backrest with Dee...,,0,0,,0,,Dynamic Health Care Solutions,,
508,R-SEA-BACKD-XtD18,NXT Xtend Deep Backrest with Dee...,,0,0,,0,,Dynamic Health Care Solutions,,
508,R-SEA-BACKD-XtD20,NXT Xtend Deep Backrest with Dee...,,0,0,,0,,Dynamic Health Care Solutions,,
508,R-SEA-BACKM-Ufit16,NXT Ufit Backrest with Mid Later...,,1,0,,-1,,Dynamic Health Care Solutions,,
508,R-SEA-BACKM-Ufit18,NXT Ufit Backrest with Mid Later...,,0,0,,0,,Dynamic Health Care Solutions,,
508,R-SEA-BACKM-Ufit20,NXT Ufit Backrest with Mid Later...,,0,0,,0,,Dynamic Health Care Solutions,,
508,R-SEA-BARI-BB,Backrest Bariatric,,0,0,,0,,,,
508,R-SEA-BARI-CU,Bariatric Cushion,,0,0,,0,,,,
508,R-SEA-BASIC-NS1616,"NSSQUARED FOAM Cushion - 16""x16""...",,0,0,,0,,,,
508,R-SEA-BASIC-NS1618,"NSSQUARED FOAM Cushion - 16""x18""...",,0,0,,0,,,,
508,R-SEA-BASIC-NS1816,"NSSQUARED FOAM Cushion - 18""x16""...",,0,0,,0,,,,
508,R-SEA-BASIC-NS1818,"NSSQUARED FOAM Cushion - 18""x18""...",,0,0,,0,,,,
508,R-SEA-BASIC-NS1820,"NSSQUARED FOAM Cushion - 18""x20""...",,0,0,,0,,,,
508,R-SEA-BASIC-NS2018,"NSSQUARED FOAM Cushion - 20"" x 1...",,0,0,,0,,,,
508,R-SEA-BASIC-NS2020,"NSSQUARED FOAM Cushion - 20"" x 2...",,0,0,,0,,,,
508,R-SEA-BASIC-NS2218,"NSSQUARED FOAM Cushion - 22""x18""...",,0,0,,0,,,,
508,R-SEA-BASIC-NS2220,"NSSQUARED FOAM Cushion - 22""x20""...",,0,0,,0,,,,
508,R-SEA-BASIC-PSVF1616,"Invacare PSVF Cushion - 16""x16""...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-BASIC-PSVF1618,"Invacare PSVF Cushion - 16""x18""...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-BASIC-PSVF1816,"Invacare PSVF Cushion - 18""x16""...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-BASIC-PSVF1820,"Invacare PSVF Cushion - 18""x 20""...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-BASIC-PSVF2018,"Invacare PSVF Cushion - 20""x 18""...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-BASIC-PSVF2020,"Invacare PSVF Cushion - 20""x 20""...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-GEL,Action Gel Pad (Monthly Rental),,0,0,,0,,,,
508,R-SEA-PREM-GD1616,"GDSQUARED Gel Cushion - 16""x16""...",,0,0,,0,,,,
508,R-SEA-PREM-GD1618,"GDSQUARED Gel Cushion - 16""x18""...",,0,0,,0,,,,
508,R-SEA-PREM-GD1816,"GDSQUARED Gel Cushion - 18""x16""...",,0,0,,0,,,,
508,R-SEA-PREM-GD1818,"GDSQUARED Gel Cushion - 18""x18""...",,0,0,,0,,,,
508,R-SEA-PREM-GD1820,"GDSQUARED Gel Cushion - 18""x20""...",,0,0,,0,,,,
508,R-SEA-PREM-GD2018,"GDSQUARED Gel Cushion - 20""x18""...",,0,0,,0,,,,
508,R-SEA-PREM-GD2020,"GDSQUARED Gel Cushion - 20""x20""...",,0,0,,0,,,,
508,R-SEA-PREM-GD2218,"GDSQUARED Gel Cushion - 22""x18""...",,0,0,,0,,,,
508,R-SEA-PREM-JF1618,"Jay Fusion Premium Cushion 16"" x...",,0,0,,0,,Sunrise Medical,,
508,R-SEA-PREM-JF1816,"Jay Fusion Premium Cushion 18"" x...",,0,0,,0,,Sunrise Medical,,
508,R-SEA-PREM-JF1818,"Jay Fusion Premium Cushion 18"" x...",,0,0,,0,,Sunrise Medical,,
508,R-SEA-PREM-JF1820,"Jay Fusion Premium Cushion 18"" x...",,0,0,,0,,Sunrise Medical,,
508,R-SEA-PREM-JF2018,"Jay Fusion Premium Cushion 20"" x...",,0,0,,0,,Sunrise Medical,,
508,R-SEA-PREM-JF2020,"Jay Fusion Premium Cushion 20"" x...",,0,0,,0,,Sunrise Medical,,
508,R-SEA-PREM-L1616,"Libra Cushion 16"" x 16"" (Monthly...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-PREM-L1618,"Libra Cushion 16"" x 18"" (Monthly...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-PREM-L1816,"Libra Cushion 18"" x 16"" (Monthly...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-PREM-L1818,"Libra Cushion 18"" x 18"" (Monthly...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-PREM-L2018,"Libra Cushion 20"" x 18"" (Monthly...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-PREM-L2020,"Libra Cushion 20"" x 20"" (Monthly...",,0,0,,0,,Motion Concepts Canada,,
508,R-SEA-PREM-R1616,"Resolve Cushion 16"" x 16"" (Month...",,0,0,,0,,,,
508,R-SEA-PREM-R1618,"Resolve Cushion 16"" x 18"" (Month...",,0,0,,0,,,,
508,R-SEA-PREM-R1816,"Resolve Cushion 18"" x 16"" (Month...",,0,0,,0,,,,
508,R-SEA-PREM-R1818,"Resolve Cushion 18"" x 18"" (Month...",,0,0,,0,,,,
