 Category , Part Number, Supplier Part #, Description, Location, Quantity, Counts, New Count, Difference, Oversold, Supplier, Brand
505,R-AMB-WLK-A,6291-A,Standard Folding Walker - Adult...,, 2.000 ,0,,-2.000 ,,Invacare Canada Ltd.,
505,R-AMB-WLK-JR,6291-JR,Standard Folding Walker - Junior...,, 2.000 ,0,,-2.000 ,,Invacare Canada Ltd.,
505,R-AMB-WLK-P,,Pediatric and Toddler Walker - S...,, 7.000 ,0,,-7.000 ,,,
506,R-WC-BARI-ECL,1101000,Eclipse 600 Manual Bariatric Whe...,, 1.000 ,1,,-1.000 ,,PDG Product Design Group Inc.,
506,R-WC-BASIC-MOVE1616,MVQSWC01,Move Basic Manual Wheelchair 16x...,, 24.000 ,24,,-24.000 ,,Motion Composites,
506,R-WC-BASIC-MOVE1618,MVQSWC01,Move Basic Manual Wheelchair 16x...,, 20.000 ,20,,-20.000 ,,Motion Composites,
506,R-WC-BASIC-MOVE1816,MVQSWC01,Move Basic Manual Wheelchair 18x...,, 2.000 ,2,,-2.000 ,,Motion Composites,
506,R-WC-BASIC-MOVE1818,MVQSWC01,Move Basic Manual Wheelchair 18x...,, 32.000 ,32,,-32.000 ,,Motion Composites,
506,R-WC-BASIC-MOVE1820,MVQSWC01,Move Basic Manual Wheelchair 18x...,, 7.000 ,7,,-7.000 ,,Motion Composites,
506,R-WC-BASIC-MOVE2018,MVQSWC01,Move Basic Manual Wheelchair 20x...,, 13.000 ,13,,-13.000 ,,Motion Composites,
506,R-WC-BASIC-MOVE2020,MVQSWC01,Move Basic Manual Wheelchair 20x...,, 8.000 ,8,,-8.000 ,,Motion Composites,
506,R-WC-LAPT,R-WC-LAPT,LAP TRAY FOR WHEELCHAIR,, 5.000 ,0,,-5.000 ,,,
506,R-WC-MISC,,Miscellaneous Wheelchair,, 16.000 ,16,,-16.000 ,,,
506,R-WC-PED-M,,Wallaby pediatric folding chair...,, 3.000 ,3,,-3.000 ,,,
506,R-WC-PREM-A7,A7WC02,SPECIFY SIZE - Premium Lightweig...,, 2.000 ,2,,-2.000 ,,Motion Composites,
506,R-WC-PREM-A71616,A7WC02,A7 Premium Manual Wheelchair 16x...,, 1.000 ,1,,-1.000 ,,Motion Composites,
506,R-WC-PREM-A71618,A7WC02,A7 Premium Manual Wheelchair 16x...,, 2.000 ,2,,-2.000 ,,Motion Composites,
506,R-WC-PREM-A71816,A7WC02,A7 Premium Manual Wheelchair 18x...,, 2.000 ,2,,-2.000 ,,Motion Composites,
506,R-WC-PREM-A71818,A7WC02,A7 Premium Manual Wheelchair 18x...,, 3.000 ,3,,-3.000 ,,Motion Composites,
506,R-WC-TRAN,700-846,TRANSPORT Wheelchair (no cushion...,, 6.000 ,0,,-6.000 ,,Drive Medical,
506,R-WC-TRANXC,700-830,TRANSPORT Wheelchair XC w. handb...,, 5.000 ,0,,-5.000 ,,Drive Medical,
507,R-WC-BARI-TILT,R-WC-BARI-TILT,Tilt Wheelchair Bariatric,, 1.000 ,1,,-1.000 ,,,
507,R-WC-PED-R-JYMNI1010,9JYLT,9000 Jymni Light wheelchair - 10...,, 1.000 ,1,,-1.000 ,,Invacare Canada Ltd.,
507,R-WC-PED-R-JYMNI1212,9JYLT,9000 Jymni Light wheelchair - 12...,, 1.000 ,1,,-1.000 ,,Invacare Canada Ltd.,
507,R-WC-PED-R-JYMNI1414,9JYLT,9000 Jymni Light wheelchair - 14...,, 1.000 ,1,,-1.000 ,,Invacare Canada Ltd.,
507,R-WC-PED-R-VIPER14,PL414RBDDA,Drive Viper Reclining Chair - 14...,, 1.000 ,1,,-1.000 ,,Drive Medical,
507,R-WC-PED-T,R-WC-PED-T,Pediatric Tilt Wheelchair (Month...,, 2.000 ,2,,-2.000 ,,,
507,R-WC-TILT-MISC,,Misc Manual Tilt Wheelchairs Oth...,, 18.000 ,18,,-18.000 ,,,
507,R-WC-TILT-NEOX-16,,HME NEOX Manual Tilt Wheelchair...,, 23.000 ,23,,-23.000 ,,Physipro,
507,R-WC-TILT-NEOX-18,,"NEOX Manual Tilt Wheelchair 18""w...",, 18.000 ,18,,-18.000 ,,Physipro,
507,R-WC-TILT-NEOX-20,,"NEOX Manual Tilt Wheelchair 20""w...",, 13.000 ,13,,-13.000 ,,Physipro,
507,R-WC-TILT-STEL-16,1901000,Stellar Premium Manual Tilt Whee...,, 8.000 ,8,,-8.000 ,,PDG Product Design Group Inc.,
507,R-WC-TILT-STEL-18,1901000,Stellar Premium Manual Tilt Whee...,, 3.000 ,3,,-3.000 ,,PDG Product Design Group Inc.,
507,R-WC-TILT-STEL-20,1901000,Stellar Premium Manual Tilt Whee...,, 2.000 ,2,,-2.000 ,,PDG Product Design Group Inc.,
507,R-WC-TILT-T50-16,1501000,Fuze T50 50° Basic Manual Tilt...,, 3.000 ,3,,-3.000 ,,PDG Product Design Group Inc.,
507,R-WC-TILT-T50-18,1501000,Fuze T50 50° Basic Manual Tilt...,, 10.000 ,10,,-10.000 ,,PDG Product Design Group Inc.,
507,R-WC-TILT-T50-20,1501000,Fuze T50 50° Basic Manual Tilt...,, 5.000 ,5,,-5.000 ,,PDG Product Design Group Inc.,
508,R-SEA-AMP16,1180-1616,"Amputee Board 16""w with Cushions...",, 6.000 ,0,,-6.000 ,,Nighthawk Manufacturing Inc.,
508,R-SEA-AMP18,1180-1816,"Amputee Board 18""w with Cushions...",, 3.000 ,0,,-3.000 ,,Nighthawk Manufacturing Inc.,
508,R-SEA-AMP20,1180-2018,"Amputee Board 20""w with cushions...",, 7.000 ,0,,-7.000 ,,Nighthawk Manufacturing Inc.,
508,R-SEA-BACK-E2D16,E2D1616-H,"Matrx E2 Deep Backrest 16"" (Mont...",, 11.000 ,0,,-11.000 ,,Motion Concepts Canada,
508,R-SEA-BACK-E2D18,E2D1816-H,"Matrx E2 Deep Backrest 18"" (Mont...",, 5.000 ,0,,-5.000 ,,Motion Concepts Canada,
508,R-SEA-BACK-E2D20,E2D2016-H,"Matrx E2 Deep Backrest 20"" (Mont...",, 4.000 ,0,,-4.000 ,,Motion Concepts Canada,
508,R-SEA-BACK-E2S16,E2S1616-H,"Matrx E2S Backrest - 16"" (Monthl...",, 17.000 ,0,,-17.000 ,,Motion Concepts Canada,
508,R-SEA-BACK-E2S18,E2S1816-H,"Matrx E2S Backrest - 18"" (Monthl...",, 32.000 ,0,,-32.000 ,,Motion Concepts Canada,
508,R-SEA-BACK-E2S20,E2S2016-H,"Matrx E2S Backrest - 20"" (Monthl...",, 14.000 ,0,,-14.000 ,,Motion Concepts Canada,
508,R-SEA-BACK-MISC,R-SEA-BACK-MISC,Miscellaneous Backrest (Monthly...,, 37.000 ,0,,-37.000 ,,,
508,R-SEA-BACK-Xtend16,NHAACB1616/20,NXT Xtend Backrest with Mild Lat...,, 6.000 ,0,,-6.000 ,,Dynamic Health Care Solutions,
508,R-SEA-BACK-Xtend18,NHAACB1816/20,NXT Xtend Backrest with Mild Lat...,, 6.000 ,0,,-6.000 ,,Dynamic Health Care Solutions,
508,R-SEA-BACK-Xtend20,NHAACB2016/20,NXT Xtend Backrest with Mild Lat...,, 4.000 ,0,,-4.000 ,,Dynamic Health Care Solutions,
508,R-SEA-BACKD-XtD16,NHAPCB1616/20,NXT Xtend Deep Backrest with Dee...,, 4.000 ,0,,-4.000 ,,Dynamic Health Care Solutions,
508,R-SEA-BACKD-XtD18,NHAPCB1816/20,NXT Xtend Deep Backrest with Dee...,, 4.000 ,0,,-4.000 ,,Dynamic Health Care Solutions,
508,R-SEA-BACKD-XtD20,NHAPCB2016/20,NXT Xtend Deep Backrest with Dee...,, 1.000 ,0,,-1.000 ,,Dynamic Health Care Solutions,
508,R-SEA-BACKM-Ufit16,NOUFACB1618,NXT Ufit Backrest with Mid Later...,, 7.000 ,0,,-7.000 ,,Dynamic Health Care Solutions,
508,R-SEA-BACKM-Ufit18,NOUFACB1818,NXT Ufit Backrest with Mid Later...,, 6.000 ,0,,-6.000 ,,Dynamic Health Care Solutions,
508,R-SEA-BACKM-Ufit20,NOUFACB2018,NXT Ufit Backrest with Mid Later...,, 3.000 ,0,,-3.000 ,,Dynamic Health Care Solutions,
508,R-SEA-BARI-BB,R-SEA-BARI-BB,Backrest Bariatric,, 6.000 ,0,,-6.000 ,,,
508,R-SEA-BARI-CU,R-SEA-BARI-CU,Bariatric Cushion,, 9.000 ,9,,-9.000 ,,,
508,R-SEA-BASIC-NS1616,R-SEA-BASIC-NS1616,"NSSQUARED FOAM Cushion - 16""x16""...",, 1.000 ,1,,-1.000 ,,,
508,R-SEA-BASIC-NS1618,R-SEA-BASIC-NS1618,"NSSQUARED FOAM Cushion - 16""x18""...",, 1.000 ,1,,-1.000 ,,,
508,R-SEA-BASIC-NS1818,R-SEA-BASIC-NS1818,"NSSQUARED FOAM Cushion - 18""x18""...",, 1.000 ,1,,-1.000 ,,,
508,R-SEA-BASIC-NS2020,R-SEA-BASIC-NS2020,"NSSQUARED FOAM Cushion - 20"" x 2...",, 1.000 ,1,,-1.000 ,,,
508,R-SEA-BASIC-PSVF1616,PSVF1616,"Invacare PSVF Cushion - 16""x16""...",, 21.000 ,21,,-21.000 ,,Motion Concepts Canada,
508,R-SEA-BASIC-PSVF1618,PSVF1618,"Invacare PSVF Cushion - 16""x18""...",, 23.000 ,23,,-23.000 ,,Motion Concepts Canada,
508,R-SEA-BASIC-PSVF1816,PSVF1816,"Invacare PSVF Cushion - 18""x16""...",, 1.000 ,1,,-1.000 ,,Motion Concepts Canada,
508,R-SEA-BASIC-PSVF1818,PSVF1818,"Invacare PSVF Cushion - 18""x18""...",, 26.000 ,26,,-26.000 ,,Motion Concepts Canada,
508,R-SEA-BASIC-PSVF1820,PSVF1820,"Invacare PSVF Cushion - 18""x 20""...",, 2.000 ,2,,-2.000 ,,Motion Concepts Canada,
508,R-SEA-BASIC-PSVF2018,PSVF2018,"Invacare PSVF Cushion - 20""x 18""...",, 17.000 ,17,,-17.000 ,,Motion Concepts Canada,
508,R-SEA-BASIC-PSVF2020,PSVF2020,"Invacare PSVF Cushion - 20""x 20""...",, 10.000 ,10,,-10.000 ,,Motion Concepts Canada,
508,R-SEA-GEL,541818.,Action Gel Pad (Monthly Rental),, 9.000 ,0,,-9.000 ,,,
508,R-SEA-MISC,R-SEA-MISC,Miscellaneous Cushion - Special...,, 69.000 ,69,,-69.000 ,,,
508,R-SEA-PREM-GD1616,R-SEA-PREM-GD1616,"GDSQUARED Gel Cushion - 16""x16""...",, 1.000 ,1,,-1.000 ,,,
508,R-SEA-PREM-GD1818,R-SEA-PREM-GD1818,"GDSQUARED Gel Cushion - 18""x18""...",, 2.000 ,2,,-2.000 ,,,
508,R-SEA-PREM-JF1616,JFUSION1616,"Jay Fusion Premium Cushion 16"" x...",, 2.000 ,2,,-2.000 ,,Sunrise Medical,
508,R-SEA-PREM-JF1618,JFUSION1618,"Jay Fusion Premium Cushion 16"" x...",, 3.000 ,3,,-3.000 ,,Sunrise Medical,
508,R-SEA-PREM-JF1818,JFUSION1818,"Jay Fusion Premium Cushion 18"" x...",, 7.000 ,7,,-7.000 ,,Sunrise Medical,
508,R-SEA-PREM-JF1820,JFUSION1820,"Jay Fusion Premium Cushion 18"" x...",, 3.000 ,3,,-3.000 ,,Sunrise Medical,
508,R-SEA-PREM-JF2018,JFUSION2018,"Jay Fusion Premium Cushion 20"" x...",, 2.000 ,2,,-2.000 ,,Sunrise Medical,
508,R-SEA-PREM-JF2020,JFUSION2020,"Jay Fusion Premium Cushion 20"" x...",, 2.000 ,2,,-2.000 ,,Sunrise Medical,
508,R-SEA-PREM-L1616,LC1616,"Libra Cushion 16"" x 16"" (Monthly...",, 18.000 ,18,,-18.000 ,,Motion Concepts Canada,
508,R-SEA-PREM-L1618,LC1618,"Libra Cushion 16"" x 18"" (Monthly...",, 11.000 ,11,,-11.000 ,,Motion Concepts Canada,
508,R-SEA-PREM-L1818,LC1818,"Libra Cushion 18"" x 18"" (Monthly...",, 12.000 ,12,,-12.000 ,,Motion Concepts Canada,
508,R-SEA-PREM-L1820,LC1820,"Libra Cushion 18"" x 20"" (Monthly...",, 2.000 ,2,,-2.000 ,,Motion Concepts Canada,
508,R-SEA-PREM-L2018,LC2018,"Libra Cushion 20"" x 18"" (Monthly...",, 9.000 ,9,,-9.000 ,,Motion Concepts Canada,
508,R-SEA-PREM-L2020,LC2020,"Libra Cushion 20"" x 20"" (Monthly...",, 10.000 ,9,,-10.000 ,,Motion Concepts Canada,
508,R-SEA-PREM-R1616,S2256-1616,"Resolve Cushion 16"" x 16"" (Month...",, 2.000 ,2,,-2.000 ,,,
508,R-SEA-PREM-R1618,S2256-1618,"Resolve Cushion 16"" x 18"" (Month...",, 3.000 ,3,,-3.000 ,,,
508,R-SEA-PREM-R1816,S2256-1816,"Resolve Cushion 18"" x 16"" (Month...",, 3.000 ,3,,-3.000 ,,,
508,R-SEA-PREM-R1818,S2256-1818,"Resolve Cushion 18"" x 18"" (Month...",, 3.000 ,3,,-3.000 ,,,
508,R-SEA-PREM-R2018,S2256-2018,"Resolve Cushion 20"" x 18"" (Month...",, 1.000 ,1,,-1.000 ,,,
508,R-SEA-PREM-R2020,S2256-2020,"Resolve Cushion 20"" x 20"" (Month...",, 4.000 ,4,,-4.000 ,,,
508,R-SEA-PREM-V1616,AOVR10RV4040,"Vicair Vector 10 4"" Cushion 16x1...",, 7.000 ,7,,-7.000 ,,Permobil Canada,
508,R-SEA-PREM-V1618,AOVR10RV4045,"Vicair Vector 10 4"" Cushion 16x1...",, 1.000 ,1,,-1.000 ,,Permobil Canada,
508,R-SEA-PREM-V1816,AOVR10RV4540,"Vicair Vector 10 4"" Cushion 18x1...",, 1.000 ,1,,-1.000 ,,Permobil Canada,
508,R-SEA-PREM-V1818,AOVR10RV4545,"Vicair Vector 10 4"" Cushion 18x1...",, 5.000 ,5,,-5.000 ,,Permobil Canada,
508,R-SEA-PREM-V2018,AOVR10RV5045,"Vicair Vector 10 4"" Cushion 20x1...",, 3.000 ,3,,-3.000 ,,Permobil Canada,
508,R-SEA-PREM-V2020,AOVR10RV5050,"Vicair Vector 10 4"" Cushion 20x2...",, 2.000 ,2,,-2.000 ,,Permobil Canada,
508,R-SEA-ROHOHP1616,1R99C,ROHO Air Flotation Cushion w. Pu...,, 13.000 ,13,,-13.000 ,,Permobil Canada,
508,R-SEA-ROHOHP1618,1R910C,ROHO Air Flotation Cushion w. Pu...,, 12.000 ,12,,-12.000 ,,Permobil Canada,
508,R-SEA-ROHOHP1816,1R109C,ROHO Air Flotation Cushion w. Pu...,, 1.000 ,1,,-1.000 ,,Permobil Canada,
508,R-SEA-ROHOHP1818,1R1010C,ROHO Air Flotation Cushion w. Pu...,, 29.000 ,29,,-29.000 ,,Permobil Canada,
508,R-SEA-ROHOHP1820,1R1011C,ROHO Air Flotation Cushion w. Pu...,, 10.000 ,10,,-10.000 ,,Permobil Canada,
508,R-SEA-ROHOHP2018,1R1110C,ROHO Air Flotation Cushion w. Pu...,, 7.000 ,7,,-7.000 ,,Permobil Canada,
508,R-SEA-ROHOHP2020,1R1111C,ROHO Air Flotation Cushion w. Pu...,, 6.000 ,6,,-6.000 ,,Permobil Canada,
508,R-SEA-ROHOLP1616,1R99LPC,ROHO Air Flotation Cushion w. Pu...,, 2.000 ,2,,-2.000 ,,Permobil Canada,
508,R-SEA-ROHOLP1618,1R910LPC,ROHO Air Flotation Cushion w. Pu...,, 6.000 ,6,,-6.000 ,,Permobil Canada,
508,R-SEA-ROHOLP1816,1R109LPC,ROHO Air Flotation Cushion w. Pu...,, 2.000 ,2,,-2.000 ,,Permobil Canada,
508,R-SEA-ROHOLP1818,1R1010LPC,ROHO Air Flotation Cushion w. Pu...,, 6.000 ,6,,-6.000 ,,Permobil Canada,
508,R-SEA-ROHOLP1820,1R1011LPC,ROHO Air Flotation Cushion w. Pu...,, 3.000 ,3,,-3.000 ,,Permobil Canada,
508,R-SEA-ROHOLP2018,1R1110LPC,ROHO Air Flotation Cushion w. Pu...,, 2.000 ,2,,-2.000 ,,Permobil Canada,
508,R-SEA-ROHOLP2020,1R1111LPC,ROHO Air Flotation Cushion w. Pu...,, 1.000 ,1,,-1.000 ,,Permobil Canada,
509,R-LIFT-CLFS,9720010,EasyTrack FS FREESTANDING Ceilin...,, 41.000 ,0,,-41.000 ,,Arjo Canada Inc.,
509,R-LIFT-CLTM,9220010,EasyTrack TENSION MOUNT Ceiling...,, 6.000 ,0,,-6.000 ,,Arjo Canada Inc.,
509,R-LIFT-HS-CLFS,FSG KIT,HighStar Free Standing Lift (Mon...,, 9.000 ,0,,-9.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-HS-MOTOR,CP440,HighStar CP440 Fixed/Portable Ce...,, 12.000 ,12,,-12.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-MISC,R-LIFT-MISC,Miscellaneous Lift Products (Ser...,, 9.000 ,9,,-9.000 ,,,
509,R-LIFT-MOTOR,9800009-02,Voyager Motor (Monthly Rental),, 46.000 ,46,,-46.000 ,,Arjo Canada Inc.,
509,R-LIFT-PFL-HOYER,HOY-ADVANCE-E,Electric Portable Floor Lift - H...,, 10.000 ,10,,-10.000 ,,Joerns Healthcare,
509,R-LIFT-PFL-RELIANT450,RPL450-2,Electric Portable Floor Lift - R...,, 6.000 ,6,,-6.000 ,,Invacare Canada Ltd.,
509,R-LIFT-SL-CEA-S,CCM1S,Continental Easy Access Sling -...,, 2.000 ,0,,-2.000 ,,Ki Mobility Canada LTD,
509,R-LIFT-SL-DR-L,114315A,HighStar Deluxe Recline Sling w/...,, 1.000 ,0,,-1.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-DR-S,114313A,HighStar Deluxe Recline Sling w/...,, 1.000 ,0,,-1.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HA-JR,111312A,HighStar Hammock Sling w/ H/S -...,, 1.000 ,0,,-1.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HA-L,111315A,HighStar Hammock Sling w/ H/S -...,, 2.000 ,0,,-2.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HA-M,111314A,HighStar Hammock Sling w/ H/S -...,, 3.000 ,0,,-3.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HA-S,111313A,HighStar Hammock Sling w/ H/S -...,, 1.000 ,0,,-1.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HY-L,MLA4531-L-L1,Arjo HYGIENE Sling - L (Monthly...,, 1.000 ,0,,-1.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-HY-M,MLA4531-M-L1,Arjo HYGIENE Sling - M (Monthly...,, 8.000 ,0,,-8.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-HY-S,MLA4531-S-L1,Arjo HYGIENE Sling - S (Monthly...,, 5.000 ,0,,-5.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-MISC,,Miscellaneous Slings (Monthly Re...,, 21.000 ,0,,-21.000 ,,,
509,R-LIFT-SL-RP,116302HME,Repositioning Sling (Monthly Ren...,, 9.000 ,0,,-9.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-STSC-L,TSS.502,BAND Sling for SIT-TO-STAND Lift...,, 2.000 ,0,,-2.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSC-M,TSS.501,BAND Sling for SIT-TO-STAND Lift...,, 1.000 ,0,,-1.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSC-S,TSS.500,BAND Sling for SIT-TO-STAND Lift...,, 2.000 ,0,,-2.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSL-L,TST-L-L1,BAND Sling for SIT-TO-STAND Lift...,, 2.000 ,0,,-2.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSL-M,TST-M-L1,BAND Sling for SIT-TO-STAND Lift...,, 5.000 ,0,,-5.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSL-S,TST-S-L1,BAND Sling for SIT-TO-STAND Lift...,, 4.000 ,0,,-4.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-TT,,Tri-turn Sling (Monthly Rental),, 12.000 ,0,,-12.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-UN-JR,112312A,HighStar Universal Sling w/ H/S...,, 3.000 ,0,,-3.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-UN-L,112315A,HighStar Universal Sling w/ H/S...,, 13.000 ,0,,-13.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-UN-M,112314A,HighStar Universal Sling w/ H/S...,, 32.000 ,0,,-32.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-UN-S,112313A,HighStar Universal Sling w/ H/S...,, 30.000 ,0,,-30.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SS,NTB2000-CA,Sara Stedy Lift (Monthly Rental),, 35.000 ,35,,-35.000 ,,Arjo Canada Inc.,
509,R-LIFT-STS-RELIANT350,RPS350-1,SIT-TO-STAND Floor Lift w. Charg...,, 2.000 ,2,,-2.000 ,,Invacare Canada Ltd.,
509,R-LIFT-STS-SARA,HEA0002-US,SIT-TO-STAND Floor Lift w. Charg...,, 1.000 ,1,,-1.000 ,,Arjo Canada Inc.,
510,R-ACCESS-ELAN,SRE-3050,Elan Stairlift (Monthly Rental)...,, 2.000 ,2,,-2.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
550,D-BTH,D-BTH,HME Demo - Bathroom Equipment,, 3.000 ,3,,-3.000 ,,HME Surrey,
552,D-MAT,D-MAT,HME Demo - Mattresses,, 5.000 ,0,,-5.000 ,,,
554,D-WC-TILT,D-WC-TILT,HME Demo - Tilt Wheelchairs,, 6.000 ,6,,-6.000 ,,,
555,D-WC-MANUAL,D-WC-MANUAL,HME Demo - Manual Wheelchairs,, 20.000 ,20,,-20.000 ,,,
556,D-SEA-BACK,D-SEA-BACK,HME Demo - Backrests,, 15.000 ,0,,-15.000 ,,,
556,D-SEA-CUSH,D-SEA-CUSH,HME Demo - Cushions,, 43.000 ,43,,-43.000 ,,,
557,D-MAT-LAL,D-MAT-LAL,HME Demo - Low Air Loss Mattresses,, 1.000 ,1,,-1.000 ,,,
558,D-LIFT-SL,D-LIFT-SL,HME Demo - Slings,, 13.000 ,0,,-13.000 ,,,
559,D-LIFT,D-LIFT,HME Demo - Patient Lifts,, 3.000 ,3,,-3.000 ,,,
564,D-MISC,D-MISC,HME Demo - Miscellaneous,, 3.000 ,3,,-3.000 ,,,
565,D-PED,D-PED,HME Demo - Pediatric Equipment,, 51.000 ,51,,-51.000 ,,Freedom Concepts Inc,
599,C-2601000,C-2601000,T50 narrow 20�? with power-tilt,, 1.000 ,1,,-1.000 ,,PDG Product Design Group Inc.,
599,C-9008319A-00,C-9008319A-00,RESID LIMB SUP CONTOUR SWING-IN...,, 1.000 ,1,,-1.000 ,,Motion Composites,
599,C-HS1618C,C-HS1618C,"ROHO Hybrid Select 16x18""",, 1.000 ,1,,-1.000 ,,Permobil Canada,
599,C-PBE2420-HD,C-PBE2420-HD,"24"" x 20"" MatrX Backrest",, 1.000 ,1,,-1.000 ,,Motion Concepts Canada,
599,C-Q1450,C-Q1450,Quantum 1450,, 1.000 ,1,,-1.000 ,,Pride Mobility Products,
599,C-Z2FS2,C-Z2FS2,Tilite ZRA,, 1.000 ,1,,-1.000 ,,Permobil Canada,
610,MCF Loan Program,MCF LOAN PROGRAM,MCFD Loan Program Monthly Fee,, 1.000 ,0,,-1.000 ,,,
